text,book
همان لشکر نامور صدهزار,siavash
گریزند ازو در صف کارزار,siavash
مرا نیز پایاب او چون بود,siavash
مگر دیده همواره پرخون بود,siavash
جزان کاو بفرماید اخترشناس,siavash
چه گوید سخن وز که دارد سپاس,siavash
تراگر غم خرد فرزند نیست,siavash
مرا هم فزون از تو پیوند نیست,siavash
سخن گر گرفتی چنین سرسری,siavash
بدان گیتی افگندم این داوری,siavash
ز دیده فزون زان ببارید آب,siavash
که بردارد از رود نیل آفتاب,siavash
سپهبد ز گفتار او شد دژم,siavash
همی زار بگریست با او بهم,siavash
گسی کرد سودابه را خسته دل,siavash
بران کار بنهاد پیوسته دل,siavash
چنین گفت کاندر نهان این سخن,siavash
پژوهیم تا خود چه آید به بن,siavash
ز پهلو همه موبدان را بخواند,siavash
ز سودابه چندی سخنها براند,siavash
چنین گفت موبد به شاه جهان,siavash
که درد سپهبد نماند نهان,siavash
چو خواهی که پیدا کنی گفت‌وگوی,siavash
بباید زدن سنگ را بر سبوی,siavash
که هر چند فرزند هست ارجمند,siavash
دل شاه از اندیشه یابد گزند,siavash
وزین دختر شاه هاماوران,siavash
پر اندیشه گشتی به دیگر کران,siavash
ز هر در سخن چون بدین گونه گشت,siavash
بر آتش یکی را بباید گذشت,siavash
چنین است سوگند چرخ بلند,siavash
که بر بیگناهان نیاید گزند,siavash
جهاندار سودابه را پیش خواند,siavash
همی با سیاوش بگفتن نشاند,siavash
سرانجام گفت ایمن از هر دوان,siavash
نگردد مرا دل نه روشن روان,siavash
مگر کاتش تیز پیدا کند,siavash
گنه کرده را زود رسوا کند,siavash
چنین پاسخ آورد سودابه پیش,siavash
که من راست گویم به گفتار خویش,siavash
فگنده دو کودک نمودم بشاه,siavash
ازین بیشتر کس نبیند گناه,siavash
سیاووش را کرد باید درست,siavash
که این بد بکرد و تباهی بجست,siavash
به پور جوان گفت شاه زمین,siavash
که رایت چه بیند کنون اندرین,siavash
سیاوش چنین گفت کای شهریار,siavash
که دوزخ مرا زین سخن گشت خوار,siavash
اگر کوه آتش بود بسپرم,siavash
ازین تنگ خوارست اگر بگذرم,siavash
پراندیشه شد جان کاووس کی,siavash
ز فرزند و سودابهٔ نیک‌پی,siavash
کزین دو یکی گر شود نابکار,siavash
ازان پس که خواند مرا شهریار,siavash
چو فرزند و زن باشدم خون و مغز,siavash
کرا بیش بیرون شود کار نغز,siavash
همان به کزین زشت کردار دل,siavash
بشویم کنم چارهٔ دلگسل,siavash
چه گفت آن سپهدار نیکوسخن,siavash
که با بددلی شهریاری مکن,siavash
به دستور فرمود تا ساروان,siavash
هیون آرد از دشت صد کاروان,siavash
هیونان به هیزم کشیدن شدند,siavash
همه شهر ایران به دیدن شدند,siavash
به صد کاروان اشتر سرخ موی,siavash
همی هیزم آورد پرخاشجوی,siavash
نهادند هیزم دو کوه بلند,siavash
شمارش گذر کرد بر چون و چند,siavash
ز دور از دو فرسنگ هرکش بدید,siavash
چنین جست و جوی بلا را کلید,siavash
همی خواست دیدن در راستی,siavash
ز کار زن آید همه کاستی,siavash
چو این داستان سر به سر بشنوی,siavash
به آید ترا گر بدین بگروی,siavash
نهادند بر دشت هیزم دو کوه,siavash
جهانی نظاره شده هم گروه,siavash
گذر بود چندان که گویی سوار,siavash
میانه برفتی به تنگی چهار,siavash
بدانگاه سوگند پرمایه شاه,siavash
چنین بود آیین و این بود راه,siavash
وزان پس به موبد بفرمود شاه,siavash
که بر چوب ریزند نفط سیاه,siavash
بیمد دو صد مرد آتش فروز,siavash
دمیدند گفتی شب آمد به روز,siavash
نخستین دمیدن سیه شد ز دود,siavash
زبانه برآمد پس از دود زود,siavash
زمین گشت روشنتر از آسمان,siavash
جهانی خروشان و آتش دمان,siavash
سراسر همه دشت بریان شدند,siavash
بران چهر خندانش گریان شدند,siavash
سیاوش بیامد به پیش پدر,siavash
یکی خود زرین نهاده به سر,siavash
هشیوار و با جامهای سپید,siavash
لبی پر ز خنده دلی پرامید,siavash
یکی تازیی بر نشسته سیاه,siavash
همی خاک نعلش برآمد به ماه,siavash
پراگنده کافور بر خویشتن,siavash
چنان چون بود رسم و ساز کفن,siavash
بدانگه که شد پیش کاووس باز,siavash
فرود آمد از باره بردش نماز,siavash
رخ شاه کاووس پر شرم دید,siavash
سخن گفتنش با پسر نرم دید,siavash
سیاوش بدو گفت انده مدار,siavash
کزین سان بود گردش روزگار,siavash
سر پر ز شرم و بهایی مراست,siavash
اگر بیگناهم رهایی مراست,siavash
ور ایدونک زین کار هستم گناه,siavash
جهان آفرینم ندارد نگاه,siavash
به نیروی یزدان نیکی دهش,siavash
کزین کوه آتش نیابم تپش,siavash
خروشی برآمد ز دشت و ز شهر,siavash
غم آمد جهان را ازان کار بهر,siavash
چو از دشت سودابه آوا شنید,siavash
برآمد به ایوان و آتش بدید,siavash
همی خواست کاو را بد آید بروی,siavash
همی بود جوشان پر از گفت و گوی,siavash
جهانی نهاده به کاووس چشم,siavash
زبان پر ز دشنام و دل پر ز خشم,siavash
سیاوش سیه را به تندی بتاخت,siavash
نشد تنگدل جنگ آتش بساخت,siavash
ز هر سو زبانه همی برکشید,siavash
کسی خود و اسپ سیاوش ندید,siavash
یکی دشت با دیدگان پر ز خون,siavash
که تا او کی آید ز آتش برون,siavash
چو او را بدیدند برخاست غو,siavash
که آمد ز آتش برون شاه نو,siavash
اگر آب بودی مگر تر شدی,siavash
ز تری همه جامه بی‌بر شدی,siavash
چنان آمد اسپ و قبای سوار,siavash
که گفتی سمن داشت اندر کنار,siavash
چو بخشایش پاک یزدان بود,siavash
دم آتش و آب یکسان بود,siavash
چو از کوه آتش به هامون گذشت,siavash
خروشیدن آمد ز شهر و ز دشت,siavash
سواران لشکر برانگیختند,siavash
همه دشت پیشش درم ریختند,siavash
یکی شادمانی بد اندر جهان,siavash
میان کهان و میان مهان,siavash
همی داد مژده یکی را دگر,siavash
که بخشود بر بیگنه دادگر,siavash
همی کند سودابه از خشم موی,siavash
همی ریخت آب و همی خست روی,siavash
چو پیش پدر شد سیاووش پاک,siavash
نه دود و نه آتش نه گرد و نه خاک,siavash
فرود آمد از اسپ کاووس شاه,siavash
پیاده سپهبد پیاده سپاه,siavash
سیاووش را تنگ در برگرفت,siavash
ز کردار بد پوزش اندر گرفت,siavash
سیاوش به پیش جهاندار پاک,siavash
بیامد بمالید رخ را به خاک,siavash
که از تف آن کوه آتش برست,siavash
همه کامهٔ دشمنان گشت پست,siavash
بدو گفت شاه ای دلیر جوان,siavash
که پاکیزه تخمی و روشن روان,siavash
چنانی که از مادر پارسا,siavash
بزاید شود در جهان پادشا,siavash
به ایوان خرامید و بنشست شاد,siavash
کلاه کیانی به سر برنهاد,siavash
می آورد و رامشگران را بخواند,siavash
همه کامها با سیاوش براند,siavash
سه روز اندر آن سور می در کشید,siavash
نبد بر در گنج بند و کلید,siavash
چهارم به تخت کیی برنشست,siavash
یکی گرزهٔ گاو پیکر به دست,siavash
برآشفت و سودابه را پیش خواند,siavash
گذشت سخنها برو بر براند,siavash
که بی‌شرمی و بد بسی کرده‌ای,siavash
فراوان دل من بیازرده‌ای,siavash
یکی بد نمودی به فرجام کار,siavash
که بر جان فرزند من زینهار,siavash
بخوردی و در آتش انداختی,siavash
برین گونه بر جادویی ساختی,siavash
نیاید ترا پوزش اکنون به کار,siavash
بپرداز جای و برآرای کار,siavash
نشاید که باشی تو اندر زمین,siavash
جز آویختن نیست پاداش این,siavash
بدو گفت سودابه کای شهریار,siavash
تو آتش بدین تارک من ببار,siavash
مرا گر همی سر بباید برید,siavash
مکافات این بد که بر من رسید,siavash
بفرمای و من دل نهادم برین,siavash
نبود آتش تیز با او به کین,siavash
سیاوش سخن راست گوید همی,siavash
دل شاه از غم بشوید همی,siavash
همه جادوی زال کرد اندرین,siavash
نخواهم که داری دل از من بکین,siavash
بدو گفت نیرنگ داری هنوز,siavash
نگردد همی پشت شوخیت کوز,siavash
به ایرانیان گفت شاه جهان,siavash
کزین بد که این ساخت اندر نهان,siavash
چه سازم چه باشد مکافات این,siavash
همه شاه را خواندند آفرین,siavash
که پاداش این آنکه بیجان شود,siavash
ز بد کردن خویش پیچان شود,siavash
به دژخیم فرمود کاین را به کوی,siavash
ز دار اندر آویز و برتاب روی,siavash
چو سودابه را روی برگاشتند,siavash
شبستان همه بانگ برداشتند,siavash
دل شاه کاووس پردرد شد,siavash
نهان داشت رنگ رخش زرد شد,siavash
سیاوش چنین گفت با شهریار,siavash
که دل را بدین کار رنجه مدار,siavash
به من بخش سودابه را زین گناه,siavash
پذیرد مگر پند و آید به راه,siavash
همی گفت با دل که بر دست شاه,siavash
گر ایدون که سودابه گردد تباه,siavash
به فرجام کار او پشیمان شود,siavash
ز من بیند او غم چو پیچان شود,siavash
بهانه همی جست زان کار شاه,siavash
بدان تا ببخشد گذشته گناه,siavash
سیاووش را گفت بخشیدمش,siavash
ازان پس که خون ریختن دیدمش,siavash
سیاوش ببوسید تخت پدر,siavash
وزان تخت برخاست و آمد بدر,siavash
شبستان همه پیش سودابه باز,siavash
دویدند و بردند او را نماز,siavash
برین گونه بگذشت یک روزگار,siavash
برو گرمتر شد دل شهریار,siavash
چنان شد دلش باز از مهر اوی,siavash
که دیده نه برداشت از چهر اوی,siavash
دگر باره با شهریار جهان,siavash
همی جادوی ساخت اندر نهان,siavash
بدان تا شود با سیاووش بد,siavash
بدانسان که از گوهر او سزد,siavash
ز گفتار او شاه شد در گمان,siavash
نکرد ایچ بر کس پدید از مهان,siavash
بجایی که کاری چنین اوفتاد,siavash
خرد باید و دانش و دین و داد,siavash
چنان چون بود مردم ترسکار,siavash
برآید به کام دل مرد کار,siavash
بجایی که زهر آگند روزگار,siavash
ازو نوش خیره مکن خواستار,siavash
تو با آفرینش بسنده نه‌ای,siavash
مشو تیز گر پرورنده نه‌ای,siavash
چنین‌ست کردار گردان سپهر,siavash
نخواهد گشادن همی بر تو چهر,siavash
برین داستان زد یکی رهنمون,siavash
که مهری فزون نیست از مهر خون,siavash
چو فرزند شایسته آمد پدید,siavash
ز مهر زنان دل بباید برید,siavash
*بخش ۵*,siavash
به مهر اندرون بود شاه جهان,siavash
که بشنید گفتار کارآگهان,siavash
که افراسیاب آمد و صدهزار,siavash
گزیده ز ترکان شمرده سوار,siavash
سوی شهر ایران نهادست روی,siavash
وزو گشت کشور پر از گفت و گوی,siavash
دل شاه کاووس ازان تنگ شد,siavash
که از بزم رایش سوی جنگ شد,siavash
یکی انجمن کرد از ایرانیان,siavash
کسی را که بد نیکخواه کیان,siavash
بدیشان چنین گفت کافراسیاب,siavash
ز باد و ز آتش ز خاک و ز آب,siavash
همانا که ایزد نکردش سرشت,siavash
مگر خود سپهرش دگرگونه کشت,siavash
که چندین به سوگند پیمان کند,siavash
زبان را به خوبی گروگان کند,siavash
چو گردآورد مردم کینه جوی,siavash
بتابد ز پیمان و سوگند روی,siavash
جز از من نشاید ورا کینه خواه,siavash
کنم روز روشن بدو بر سیاه,siavash
مگر گم کنم نام او در جهان,siavash
وگر نه چو تیر از کمان ناگهان,siavash
سپه سازد و رزم ایران کند,siavash
بسی زین بر و بوم ویران کند,siavash
بدو گفت موبد چه باید سپاه,siavash
چو خود رفت باید به آوردگاه,siavash
چرا خواسته داد باید بباد,siavash
در گنج چندین چه باید گشاد,siavash
دو بار این سر نامور گاه خویش,siavash
سپردی به تیزی به بدخواه خویش,siavash
کنون پهلوانی نگه کن گزین,siavash
سزاوار جنگ و سزاوار کین,siavash
چنین داد پاسخ بدیشان که من,siavash
نبینم کسی را بدین انجمن,siavash
که دارد پی و تاب افراسیاب,siavash
مرا رفت باید چو کشتی بر آب,siavash
شما بازگردید تا من کنون,siavash
بپیچم یکی دل برین رهنمون,siavash
سیاوش ازان دل پراندیشه کرد,siavash
روان را از اندیشه چون بیشه کرد,siavash
به دل گفت من سازم این رزمگاه,siavash
به خوبی بگویم بخواهم ز شاه,siavash
مگر کم رهایی دهد دادگر,siavash
ز سودابه و گفت و گوی پدر,siavash
دگر گر ازین کار نام آورم,siavash
چنین لشکری را به دام آورم,siavash
بشد با کمر پیش کاووس شاه,siavash
بدو گفت من دارم این پایگاه,siavash
که با شاه توران بجویم نبرد,siavash
سر سروران اندر آرم به گرد,siavash
چنین بود رای جهان آفرین,siavash
که او جان سپارد به توران زمین,siavash
به رای و به اندیشهٔ نابکار,siavash
کجا بازگردد بد روزگار,siavash
بدین کار همداستان شد پدر,siavash
که بندد برین کین سیاوش کمر,siavash
ازو شادمان گشت و بنواختش,siavash
به نوی یکی پایگه ساختش,siavash
بدو گفت گنج و گهر پیش تست,siavash
تو گویی سپه سر به سر خویش تست,siavash
ز گفتار و کردار و از آفرین,siavash
که خوانند بر تو به ایران زمین,siavash
گو پیلتن را بر خویش خواند,siavash
بسی داستانهای نیکو براند,siavash
بدو گفت همزور تو پیل نیست,siavash
چو گرد پی رخش تو نیل نیست,siavash
ز گیتی هنرمند و خامش توی,siavash
که پروردگار سیاوش توی,siavash
چو آهن ببندد به کان در گهر,siavash
گشاده شود چون تو بستی کمر,siavash
سیاوش بیامد کمر بر میان,siavash
سخن گفت با من چو شیر ژیان,siavash
همی خواهد او جنگ افراسیاب,siavash
تو با او برو روی ازو برمتاب,siavash
چو بیدار باشی تو خواب آیدم,siavash
چو آرام یابی شتاب آیدم,siavash
جهان ایمن از تیر و شمشیر تست,siavash
سر ماه با چرخ در زیر تست,siavash
تهمتن بدو گفت من بنده‌ام,siavash
سخن هرچ گویی نیوشنده‌ام,siavash
سیاوش پناه و روان منست,siavash
سر تاج او آسمان منست,siavash
چو بشنید ازو آفرین کرد و گفت,siavash
که با جان پاکت خرد باد جفت,siavash
وزان پس خروشیدن نای و کوس,siavash
برآمد بیامد سپهدار طوس,siavash
به درگاه بر انجمن شد سپاه,siavash
در گنج دینار بگشاد شاه,siavash
ز شمشیر و گرز و کلاه و کمر,siavash
همان خود و درع و سنان و سپر,siavash
به گنجی که بد جامهٔ نابرید,siavash
فرستاد نزد سیاوش کلید,siavash
که بر جان و بر خواسته کدخدای,siavash
توی ساز کن تا چه آیدت رای,siavash
گزین کرد ازان نامداران سوار,siavash
دلیران جنگی ده و دو هزار,siavash
هم از پهلو و پارس و کوچ و بلوچ,siavash
ز گیلان جنگی و دشت سروچ,siavash
سپرور پیاده ده و دو هزار,siavash
گزین کرد شاه از در کارزار,siavash
از ایران هرآنکس که گوزاده بود,siavash
دلیر و خردمند و آزاده بود,siavash
به بالا و سال سیاوش بدند,siavash
خردمند و بیدار و خامش بدند,siavash
ز گردان جنگی و نام‌آوران,siavash
چو بهرام و چون زنگهٔ شاوران,siavash
همان پنج موبد از ایرانیان,siavash
برافراختند اختر کاویان,siavash
بفرمود تا جمله بیرون شدند,siavash
ز پهلو سوی دشت و هامون شدند,siavash
تو گفتی که اندر زمین جای نیست,siavash
که بر خاک او نعل را پای نیست,siavash
سراندر سپهر اختر کاویان,siavash
چو ماه درخشنده اندر میان,siavash
ز پهلو برون رفت کاووس شاه,siavash
یکی تیز برگشت گرد سپاه,siavash
یکی آفرین کرد پرمایه کی,siavash
که ای نامداران فرخنده پی,siavash
مبادا جز از بخت همراهتان,siavash
شده تیره دیدار بدخواهتان,siavash
به نیک اختر و تندرستی شدن,siavash
به پیروزی و شاد باز آمدن,siavash
وزان جایگه کوس بر پیل بست,siavash
به گردان بفرمود و خود برنشست,siavash
دو دیده پر از آب کاووس شاه,siavash
همی بود یک روز با او به راه,siavash
سرانجام مر یکدگر را کنار,siavash
گرفتند هر دو چو ابر بهار,siavash
ز دیده همی خون فرو ریختند,siavash
به زاری خروشی برانگیختند,siavash
گواهی همی داد دل در شدن,siavash
که دیدار ازان پس نخواهد بدن,siavash
چنین است کردار گردنده دهر,siavash
گهی نوش بار آورد گاه زهر,siavash
سوی گاه بنهاد کاووس روی,siavash
سیاوش ابا لشکر جنگ‌جوی,siavash
سپه را سوی زابلستان کشید,siavash
ابا پیلتن سوی دستان کشید,siavash
همی بود یکچند با رود و می,siavash
به نزدیک دستان فرخنده پی,siavash
گهی با تهمتن بدی می بدست,siavash
گهی با زواره گزیدی نشست,siavash
گهی شاد بر تخت دستان بدی,siavash
گهی در شکار و شبستان بدی,siavash
چو یک ماه بگذشت لشکر براند,siavash
گوپیلتن رفت و دستان بماند,siavash
سپاهی برفتند با پهلوان,siavash
ز زابل هم از کابل و هندوان,siavash
ز هر سو که بد نامور لشکری,siavash
بخواند و بیامد به شهر هری,siavash
ازیشان فراوان پیاده ببرد,siavash
بنه زنگهٔ شاوران را سپرد,siavash
سوی طالقان آمد و مرورود,siavash
سپهرش همی داد گفتی درود,siavash
ازانپس بیامد به نزدیک بلخ,siavash
نیازرد کس را به گفتار تلخ,siavash
وزان روی گرسیوز و بارمان,siavash
کشیدند لشکر چو باد دمان,siavash
سپهرم بد و بارمان پیش رو,siavash
خبر شد بدیشان ز سالار نو,siavash
که آمد سپاهی و شاهی جوان,siavash
از ایران گو پیلتن پهلوان,siavash
هیونی به نزدیک افراسیاب,siavash
برافگند برسان کشتی برآب,siavash
که آمد ز ایران سپاهی گران,siavash
سپهبد سیاووش و با او سران,siavash
سپه کش چو رستم گو پیلتن,siavash
به یک دست خنجر به دیگر کفن,siavash
تو لشکر بیاری و چندین مپای,siavash
که از باد کشتی بجنبد ز جای,siavash
برانگیخت برسان آتش هیون,siavash
کزین سان سخن راند با رهنمون,siavash
سیاووش زین سو به پاسخ نماند,siavash
سوی بلخ چون باد لشکر براند,siavash
چو تنگ اندر آمد ز ایران سپاه,siavash
نشایست کردن به پاسخ نگاه,siavash
نگه کرد گرسیوز جنگ‌جوی,siavash
جز از جنگ جستن ندید ایچ روی,siavash
چو ز ایران سپاه اندر آمد به تنگ,siavash
به دروازهٔ بلخ برخاست جنگ,siavash
دو جنگ گران کرده شد در سه روز,siavash
بیامد سیاووش لشکر فروز,siavash
پیاده فرستاد بر هر دری,siavash
به بلخ اندر آمد گران لشکری,siavash
گریزان سپهرم بدان روی آب,siavash
بشدبا سپه نزد افراسیاب,siavash
سیاوش در بلخ شد با سپاه,siavash
یکی نامه فرمود نزدیک شاه,siavash
نوشتن به مشک و گلاب و عبیر,siavash
چانچون سزاوار بد بر حریر,siavash
نخست آفرین کرد بر کردگار,siavash
کزو گشت پیروز و به روزگار,siavash
خداوند خورشید و گردنده ماه,siavash
فرازندهٔ تاج و تخت و کلاه,siavash
کسی را که خواهد برآرد بلند,siavash
یکی را کند سوگوار و نژند,siavash
چرا نه به فرمانش اندر نه چون,siavash
خرد کرد باید بدین رهنمون,siavash
ازان دادگر کاو جهان آفرید,siavash
ابا آشکارا نهان آفرید,siavash
همی آفرین باد بر شهریار,siavash
همه نیکوی باد فرجام کار,siavash
به بلخ آمدم شاد و پیروز بخت,siavash
به فر جهاندار باتاج و تخت,siavash
سه روز اندرین جنگ شد روزگار,siavash
چهارم ببخشود پروردگار,siavash
سپهرم به ترمذ شد و بارمان,siavash
به کردار ناوک بجست از کمان,siavash
کنون تا به جیحون سپاه منست,siavash
جهان زیر فر کلاه منست,siavash
به سغد است با لشکر افراسیاب,siavash
سپاه و سپهبد بدان روی آب,siavash
گر ایدونک فرمان دهد شهریار,siavash
سپه بگذرانم کنم کارزار,siavash
چو نامه بر شاه ایران رسید,siavash
سر تاج و تختش به کیوان رسید,siavash
به یزدان پناهید و زو جست بخت,siavash
بدان تا ببار آید آن نو درخت,siavash
به شادی یکی نامه پاسخ نوشت,siavash
چو تازه بهاری در اردیبهشت,siavash
که از آفرینندهٔ هور و ماه,siavash
جهاندار و بخشندهٔ تاج و گاه,siavash
ترا جاودان شادمان باد دل,siavash
ز درد و بلا گشته آزاد دل,siavash
همیشه به پیروزی و فرهی,siavash
کلاه بزرگی و تاج مهی,siavash
سپه بردی و جنگ را خواستی,siavash
که بخت و هنر داری و راستی,siavash
همی از لبت شیر بوید هنوز,siavash
که زد بر کمان تو از جنگ توز,siavash
همیشه هنرمند بادا تنت,siavash
رسیده به کام دل روشنت,siavash
ازان پس که پیروز گشتی به جنگ,siavash
به کار اندرون کرد باید درنگ,siavash
نباید پراگنده کردن سپاه,siavash
بپیمای روز و برآرای گاه,siavash
که آن ترک بدپیشه و ریمنست,siavash
که هم بدنژادست و هم بدتنست,siavash
همان با کلاهست و با دستگاه,siavash
همی سر برآرد ز تابنده ماه,siavash
مکن هیچ بر جنگ جستن شتاب,siavash
به جنگ تو آید خود افراسیاب,siavash
گر ایدونک زین روی جیحون کشد,siavash
همی دامن خویش در خون کشد,siavash
نهاد از بر نامه بر مهر خویش,siavash
همانگه فرستاده را خواند پیش,siavash
بدو داد و فرمود تا گشت باز,siavash
همی تاخت اندر نشیب و فراز,siavash
فرستاده نزد سیاوش رسید,siavash
چو آن نامهٔ شاه ایران بدید,siavash
زمین را ببوسید و دل شاد کرد,siavash
ز هر غم دل پاک آزاد کرد,siavash
ازان نامهٔ شاه چون گشت شاد,siavash
بخندید و نامه بسر بر نهاد,siavash
نگه داشت بیدار فرمان اوی,siavash
نپیچید دل را ز پیمان اوی,siavash
وزان سو چو گرسیوز شوخ مرد,siavash
بیامد بر شاه ترکان چو گرد,siavash
بگفت آن سخنهای ناپاک و تلخ,siavash
که آمد سپهبد سیاوش به بلخ,siavash
سپه کش چو رستم سپاهی گران,siavash
بسی نامداران و جنگ آوران,siavash
ز هر یک ز ما بود پنجاه بیش,siavash
سرافراز با گرزهٔ گاومیش,siavash
پیاده به کردار آتش بدند,siavash
سپردار با تیر و ترکش بدند,siavash
نپرد به کردار ایشان عقاب,siavash
یکی را سر اندر نیاید بخواب,siavash
سه روز و سه شب بود هم زین نشان,siavash
غمی شد سر و اسپ گردنکشان,siavash
ازیشان کسی را که خواب آمدی,siavash
ز جنگش بدانگه شتاب آمدی,siavash
بخفتی و آسوده برخاستی,siavash
به نوی یکی جنگ آراستی,siavash
برآشفت چون آتش افراسیاب,siavash
که چندش چه گویی ز آرام و خواب,siavash
به گرسیوز اندر چنان بنگرید,siavash
که گفتی میانش بخواهد برید,siavash
یکی بانگ برزد براندش ز پیش,siavash
کجا خواست راندن برو خشم خویش,siavash
بفرمود کز نامداران هزار,siavash
بخوانید وز بزم سازید کار,siavash
سراسر همه دشت پرچین نهید,siavash
به سغد اندر آرایش چین نهید,siavash
بدین سان به شادی گذر کرد روز,siavash
چو از چشم شد دور گیتی فروز,siavash
به خواب و به آرامش آمد شتاب,siavash
بغلتید بر جامه افراسیاب,siavash
*بخش ۶*,siavash
چو یک پاس بگذشت از تیره شب,siavash
چنان چون کسی راز گوید به تب,siavash
خروشی برآمد ز افراسیاب,siavash
بلرزید بر جای آرام و خواب,siavash
پرستندگان تیز برخاستند,siavash
خروشیدن و غلغل آراستند,siavash
چو آمد به گرسیوز آن آگهی,siavash
که شد تیره دیهیم شاهنشهی,siavash
به تیزی بیامد به نزدیک شاه,siavash
ورا دید بر خاک خفته به راه,siavash
به بر در گرفتش بپرسید زوی,siavash
که این داستان با برادر بگوی,siavash
چنین داد پاسخ که پرسش مکن,siavash
مگو این زمان ایچ با من سخن,siavash
بمان تا خرد بازیابم یکی,siavash
به بر گیر و سختم بدار اندکی,siavash
زمانی برآمد چو آمد به هوش,siavash
جهان دیده با ناله و با خروش,siavash
نهادند شمع و برآمد به تخت,siavash
همی بود لرزان بسان درخت,siavash
بپرسید گرسیوز نامجوی,siavash
که بگشای لب زین شگفتی بگوی,siavash
چنین گفت پرمایه افراسیاب,siavash
که هرگز کسی این نبیند به خواب,siavash
کجا چون شب تیره من دیده‌ام,siavash
ز پیر و جوان نیز نشنیده‌ام,siavash
بیابان پر از مار دیدم به خواب,siavash
جهان پر ز گرد آسمان پر عقاب,siavash
زمین خشک شخی که گفتی سپهر,siavash
بدو تا جهان بود ننمود چهر,siavash
سراپردهٔ من زده بر کران,siavash
به گردش سپاهی ز کندآوران,siavash
یکی باد برخاستی پر ز گرد,siavash
درفش مرا سر نگونسار کرد,siavash
برفتی ز هر سو یکی جوی خون,siavash
سراپرده و خیمه گشتی نگون,siavash
وزان لشکر من فزون از هزار,siavash
بریده سران و تن افگنده خوار,siavash
سپاهی ز ایران چو باد دمان,siavash
چه نیزه به دست و چه تیر و کمان,siavash
همه نیزهاشان سر آورده بار,siavash
وزان هر سواری سری در کنار,siavash
بر تخت من تاختندی سوار,siavash
سیه پوش و نیزه‌وران صد هزار,siavash
برانگیختندی ز جای نشست,siavash
مرا تاختندی همی بسته دست,siavash
نگه کردمی نیک هر سو بسی,siavash
ز پیوسته پیشم نبودی کسی,siavash
مرا پیش کاووس بردی دوان,siavash
یکی بادسر نامور پهلوان,siavash
یکی تخت بودی چو تابنده ماه,siavash
نشسته برو پور کاووس شاه,siavash
دو هفته نبودی ورا سال بیش,siavash
چو دیدی مرا بسته در پیش خویش,siavash
دمیدی به کردار غرنده میغ,siavash
میانم بدو نیم کردی به تیغ,siavash
خروشیدمی من فراوان ز درد,siavash
مرا ناله و درد بیدار کرد,siavash
بدو گفت گرسیوز این خواب شاه,siavash
نباشد جز از کامهٔ نیک خواه,siavash
همه کام دل باشد و تاج و تخت,siavash
نگون گشته بر بدسگال تو بخت,siavash
گزارندهٔ خواب باید کسی,siavash
که از دانش اندازه دارد بسی,siavash
بخوانیم بیدار دل موبدان,siavash
از اخترشناسان و از بخردان,siavash
هر آنکس کزین دانش آگه بود,siavash
پراگنده گر بر در شه بود,siavash
شدند انجمن بر در شهریار,siavash
بدان تا چرا کردشان خواستار,siavash
بخواند و سزاوار بنشاند پیش,siavash
سخن راند با هر یک از کم و بیش,siavash
چنین گفت با نامور موبدان,siavash
که‌ای پاک‌دل نیک‌پی بخردان,siavash
گر این خواب و گفتار من در جهان,siavash
ز کس بشنوم آشکار و نهان,siavash
یکی را نمانم سر و تن به هم,siavash
اگر زین سخن بر لب آرند دم,siavash
ببخشیدشان بیکران زر و سیم,siavash
بدان تا نباشد کسی زو ببیم,siavash
ازان پس بگفت آنچ در خواب دید,siavash
چو موبد ز شاه آن سخنها شنید,siavash
بترسید و ز شاه زنهار خواست,siavash
که این خواب را کی توان گفت راست,siavash
مگر شاه با بنده پیمان کند,siavash
زبان را به پاسخ گروگان کند,siavash
کزین در سخن هرچ داریم یاد,siavash
گشاییم بر شاه و یابیم داد,siavash
به زنهار دادن زبان داد شاه,siavash
کزان بد ازیشان نبیند گناه,siavash
زبان آوری بود بسیار مغز,siavash
کجا برگشادی سخنهای نغز,siavash
چنین گفت کز خواب شاه جهان,siavash
به بیدرای آمد سپاهی گران,siavash
یکی شاهزاده به پیش اندرون,siavash
جهان دیده با وی بسی رهنمون,siavash
بران طالع او را گسی کرد شاه,siavash
که این بوم گردد بما بر تباه,siavash
اگر با سیاوش کند شاه جنگ,siavash
چو دیبه شود روی گیتی به رنگ,siavash
ز ترکان نماند کسی پارسا,siavash
غمی گردد از جنگ او پادشا,siavash
وگر او شود کشته بر دست شاه,siavash
به توران نماند سر و تاج و گاه,siavash
سراسر پر آشوب گردد زمین,siavash
ز بهر سیاوش بجنگ و به کین,siavash
بدانگاه یاد آیدت راستی,siavash
که ویران شود کشور از کاستی,siavash
جهاندار گر مرغ گردد بپر,siavash
برین چرخ گردان نیابد گذر,siavash
برین سان گذر کرد خواهد سپهر,siavash
گهی پر ز خشم و گهی پر ز مهر,siavash
غمی شد چو بشنید افراسیاب,siavash
نکرد ایچ بر جنگ جستن شتاب,siavash
به گرسیوز آن رازها برگشاد,siavash
نهفته سخنها بسی کرد یاد,siavash
که گر من به جنگ سیاوش سپاه,siavash
نرانم نیاید کسی کینه خواه,siavash
نه او کشته آید به جنگ و نه من,siavash
برآساید از گفت و گوی انجمن,siavash
نه کاووس خواهد ز من نیز کین,siavash
نه آشوب گیرد سراسر زمین,siavash
بجای جهان جستن و کارزار,siavash
